aspectRatio,wingSecPercentage,wingArea,taperRatio1,taperRatio2,aspectRatioV,areaV,taperV,posXV,fuselageLength,neutral_point,static_margin,deflection_cruise_aileron,deflection_cruise_elevator,deflection_cruise_rudder,deflection_cruise_flap,cd0,cd1,cd2,alphaStallWing,stallPositionWing,weightEmpty,mtow,fuelTotal,runway,speedTakeOff,timeTakeOff,fuelTakeOff,cDRunAvl,cDRun,alphaRun,fuelDescent,descentTime,fuelClimb,timeClimb,cruiseRange,range_all,cgPostionable,allElseCgPercentFuselage
10.964691855978616,0.4430696674751897,1.2990731978412469,0.6859203383580239,0.8036282788498941,4.0,0.6,0.6,1.5,1.5,0.41204,24.2305437591798,0.0,0.3623,,0.0,0.06830649469886138,0.0002021184338423254,0.044102401361647836,14.984580850930843,41.31830555973645,1027.4079981497503,1471.5,444.09200185024974,507.6018950495396,31.17292896020715,26.68,0.7320992,0.05463,0.1020489805795996,15.01448,20.198139864222703,1500.0,46.9323610323136,1500.0,456.7824971824237,541.0854778012006,False,114.49635730401957
10.344009585513211,0.7247158970388947,2.3938017146933976,0.727716457474308,0.8057103677991551,4.0,0.6,0.6,1.5,1.5,0.277466,10.165372390152356,0.0,0.68475,,0.0,0.05589850463633864,0.002055508375180819,0.036016243046804404,14.416261478818829,38.20667653688014,1061.742484716763,1471.5,409.7575152832369,210.56614489694715,23.00315907602884,16.01,0.4393144000000001,0.04451,0.08396296791533685,6.2375,10.903326469751997,1500.0,40.20911980018956,1500.0,471.00097834433615,534.0094152207305,True,61.76618600049794
4.921049399450752,0.5168505863397641,1.7478980793252163,0.6455795683552144,0.5980812032070795,4.0,0.6,0.6,1.5,1.5,0.417959,15.74771126414366,0.0,2.39306,,0.0,0.06136613860798335,0.0028625000768354334,0.09256249991600089,21.363249626422355,48.19917687313488,1012.3221943066167,1471.5,459.17780569338333,376.373111355753,27.755726935691506,22.51,0.6176744000000001,0.05477,0.09771613860632587,16.11344,33.05525337958231,1500.0,63.571081630172976,1500.0,318.23170632221553,407.8942071864424,False,108.94979728829072
10.239529517921111,0.35780919753964785,1.4980280600047062,0.5903783483675422,0.9064164105183561,4.0,0.6,0.6,1.5,1.5,0.431183,29.030129512617908,0.0,1.25738,,0.0,0.06564995212502328,0.0005610164633247662,0.05394915307509087,15.082959014959627,38.39636444296822,1031.742543402485,1471.5,439.7574565975151,480.6128683263856,30.281238623426017,25.94,0.7117936,0.05542,0.10052554535580857,14.05506,22.62606445360238,1500.0,50.29932350340056,1500.0,405.6490759357266,489.44708145798637,False,108.05364035349758
5.206286659903237,0.7131704002534166,2.1267322825040402,0.6815476045265254,0.5399346836420158,4.0,0.6,0.6,1.5,1.5,0.343449,10.61643117406376,0.0,2.33482,,0.0,0.05781349302750747,0.0036919491513128454,0.07161087570806624,19.022483651383837,45.19885010118426,1021.9550867276421,1471.5,449.5449132723579,270.3429758690308,24.857217251340565,18.55,0.509012,0.05244,0.09308004670020428,10.7399,23.856190768529387,1500.0,54.58252552102712,1500.0,367.7729804390605,445.92751617663055,False,85.33144979727962
4.9571251661238716,0.7426634131375698,2.1799477385127917,0.8063914507329684,0.3112904446865118,4.0,0.6,0.6,1.5,1.5,0.331878,10.692660293481147,0.0,2.65846,,0.0,0.057583529188152065,0.004283050751132286,0.07334745773198138,19.406140622784818,24.390913636280576,1020.459233490589,1471.5,451.040766509411,261.105326173045,24.52826286248347,18.19,0.49913360000000007,0.05243,0.09281030885094185,10.76777,24.1423843099735,1500.0,55.172026827237104,1500.0,363.11485290400697,440.8160765332604,True,78.09025241959674
11.049588304513623,0.7976792410170087,1.5830127045784113,0.8337834696498037,0.7152238415935548,4.0,0.6,0.6,1.5,1.5,0.311476,8.5071240315032,0.0,-1.18393,,0.0,0.06239341191502707,0.0008845338924277744,0.03321080509200047,13.952112924602375,23.986797834281717,1038.292367435349,1471.5,433.207632564651,355.0533401421811,27.94177319343124,21.54,0.5910576000000001,0.04689,0.09118459835617773,10.55783,13.06118788183161,1500.0,40.67058064424298,1500.0,531.3364420829766,604.4214833694408,False,90.70797936267539
7.167878971183797,0.47713233779583925,1.176380024251218,0.8803788441513232,0.5370695921400286,4.0,0.6,0.6,1.5,1.5,0.435111,21.724269375546573,0.0,0.90573,,0.0,0.0706475963470053,0.0012046610802479267,0.062141949083191594,17.891610959398584,14.463724399706301,1009.1958242633459,1471.5,462.3041757366541,593.045186367376,32.47918068879049,29.38,0.8061872,0.05867,0.10790573193881661,20.2574,29.301542961129698,1500.0,55.92988999075873,1500.0,385.9540850734805,480.28980916339555,False,124.46545760298402
13.053415756616099,0.40381793059816223,1.4434767081433346,0.6640071071507383,0.9313379608624694,4.0,0.6,0.6,1.5,1.5,0.398558,27.620600001255166,0.0,0.44629,,0.0,0.06613652167994248,0.00041694915524706424,0.0393192090362157,14.039100492144248,37.656896004069075,1040.6812539562686,1471.5,430.8187460437314,444.84532049836287,29.89658776237861,24.66,0.6766704,0.05255,0.09822640868537523,12.66909,17.067265122885438,1500.0,44.161856523482285,1500.0,470.2699943234933,549.2296743437778,False,103.06298244768892
11.310730358445571,0.3805345072146074,2.121536849233898,0.9061051208122852,0.9884651264424889,4.0,0.6,0.6,1.5,1.5,0.338133,23.759633701439824,0.0,0.90402,,0.0,0.05901728956514708,0.001490466357644792,0.04491419463466754,14.908545010361765,18.172596160962055,1059.7070155592482,1471.5,411.79298444075175,263.6959933824068,24.80870442777258,18.240000000000002,0.5005056000000001,0.05041,0.0910761031189943,8.31708,15.56456750830595,1500.0,44.44481133601578,1500.0,418.50636115104055,488.7502216737956,True,66.92895417827599
4.933267103698208,0.4484303877403397,2.8406853283347244,0.6983026120011366,0.6201883982665284,4.0,0.6,0.6,1.5,1.5,0.387461,13.999993975035187,0.0,4.51384,,0.0,0.05512603976242045,0.007275423726634696,0.10572881356066392,23.06698239238096,35.736524399974186,1034.4098929954353,1471.5,437.09010700456474,204.35175205152999,22.173842016135364,15.89,0.43602160000000006,0.05249,0.09045587027044646,9.63182,30.286057962788746,1500.0,63.7078397136073,1500.0,274.44124465708836,350.8885999144607,False,83.47673148940727
