aspectRatio,wingSecPercentage,wingArea,taperRatio1,taperRatio2,aspectRatioV,areaV,taperV,posXV,fuselageLength,neutral_point,static_margin,deflection_cruise_aileron,deflection_cruise_elevator,deflection_cruise_rudder,deflection_cruise_flap,cd0,cd1,cd2,alphaStallWing,stallPositionWing,weightEmpty,mtow,fuelTotal,runway,speedTakeOff,timeTakeOff,fuelTakeOff,cDRunAvl,cDRun,alphaRun,fuelDescent,descentTime,fuelClimb,timeClimb,cruiseRange,range_all,cgPostionable,allElseCgPercentFuselage
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.5881762772912258,0.358494,10.793342762278412,,3.40154,,,0.056590855094141766,0.0031769053457979444,0.06292549593384773,15.189738242193284,53.92262816825074,888.1544976717056,1412.64,293.4015023282945,368.6325364955107,28.47260371886785,21.67,0.5946248000000001,0.03335,0.07476842575363524,7.82816,17.55810171769285,1500.0,39.828168091325146,1500.0,269.42896592938746,342.79269032272117,True,32.68221622049986
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.797741380645299,0.358494,10.793342762278412,,3.40154,,,0.05684841907437019,0.003176905347770577,0.06292549592573843,15.189738242193284,53.92262816825074,896.2785072230333,1412.64,285.27749277696677,369.11852741777835,28.473867791936783,21.69,0.5951736000000001,0.03335,0.07502598972893684,7.82816,17.825767676596417,1500.0,39.87721708737994,1500.0,255.65728433108492,329.24744209245955,True,27.728357361857643
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.9464641857817315,0.358494,10.793342762278412,,3.40154,,,0.057037739289056345,0.003176907371901709,0.06292549369951267,15.189738242193284,53.92262816825074,902.0433783193079,1412.64,279.51262168069223,369.62653719160966,28.478308867705564,21.71,0.5957224000000001,0.03335,0.07521530989436007,7.82816,18.01766382481911,1500.0,39.91319021111988,1500.0,245.9655339116669,319.7135011000545,True,24.77475298299863
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.752755013826505,0.358494,10.793342762278412,,3.40154,,,0.05679211901868823,0.0031769074813867404,0.06292549357144323,15.189738242193284,53.92262816825074,894.5346872716648,1412.64,287.0213127283353,369.1367801332775,28.47652380089966,21.69,0.5951736000000001,0.03335,0.07496968962103243,7.82816,17.768026786501206,1500.0,39.86650086544719,1500.0,258.6023371901479,332.14431547727224,True,28.705055568440535
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.9193417886444515,0.358494,10.793342762278412,,3.40154,,,0.057002879144067424,0.0031769073694928778,0.06292549370941507,15.189738242193284,53.92262816825074,900.9920456802796,1412.64,280.5639543197205,369.3531324196378,28.47327157516303,21.7,0.595448,0.03335,0.07518044975538743,7.82816,17.98255640208692,1500.0,39.90657773698599,1500.0,247.72797594544477,321.4473226653909,True,25.284616453345198
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.7656335062170168,0.358494,10.793342762278412,,3.40154,,,0.056808185736559325,0.0031769060425082766,0.06292549515552066,15.189738242193284,53.92262816825074,895.0339039063047,1412.64,286.52209609369544,369.13157091757694,28.475765769694412,21.69,0.5951736000000001,0.03335,0.07498575637256205,7.82816,17.784541661042713,1500.0,39.86955963130275,1500.0,257.75860532269314,331.31438958407114,True,28.421094343389612
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.8586854362372096,0.358494,10.793342762278412,,3.40154,,,0.056925439945052524,0.0031769083639006635,0.06292549260989326,15.189738242193284,53.92262816825074,898.6408593423719,1412.64,282.9151406576282,369.378264278657,28.47692573354061,21.7,0.595448,0.03335,0.0751030105333754,7.82816,17.90422017124971,1500.0,39.89185747200858,1500.0,251.6772310531913,325.3323100244286,True,26.469812100502544
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,2.0432942931563662,0.358494,10.793342762278412,,3.40154,,,0.057163266689155584,0.0031769074813867404,0.06292549357144323,15.189738242193284,53.92262816825074,905.7968102780948,1412.64,275.75918972190533,369.5857562984683,28.472383914050774,21.71,0.5957224000000001,0.03335,0.07534083729149982,7.82816,18.143324340681076,1500.0,39.93702151796815,1500.0,239.69426002949405,313.5547585342113,True,23.04663147984172
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.5972785228769715,0.358494,10.793342762278412,,3.40154,,,0.056601768049769824,0.003176905345798321,0.06292549593384617,15.189738242193284,53.92262816825074,888.5074005482451,1412.64,293.048599451755,368.6290064056999,28.47208928898957,21.67,0.5946248000000001,0.03335,0.0747793387092624,7.82816,17.569654974692877,1500.0,39.83024955665362,1500.0,268.82817020314167,342.2018448496297,True,32.44359610836411
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.5151840210724874,0.358494,10.793342762278412,,3.40154,,,0.056504418612524865,0.0031769067886247915,0.06292549433353768,15.189738242193284,53.92262816825074,885.3242579462628,1412.64,296.23174205373726,368.660500768722,28.476679160321833,21.67,0.5946248000000001,0.03335,0.07468198922849845,7.82816,17.465712943260602,1500.0,39.81167426476444,1500.0,274.2551268003994,347.5386450027494,True,34.687141892450306
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.5772567169136416,0.358494,10.793342762278412,,3.40154,,,0.05657780101673155,0.003176908365861698,0.06292549260183163,15.189738242193284,53.92262816825074,887.7311274039582,1412.64,293.82487259604187,368.63675936400983,28.4732191161061,21.67,0.5946248000000001,0.03335,0.07475537160015652,7.82816,17.544250634806495,1500.0,39.825677818951064,1500.0,270.15002062616657,343.5018014180897,True,32.97168148857927
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,2.48251812892423,0.358494,10.793342762278412,,3.40154,,,0.057749235907768905,0.0031769074818328268,0.06292549356960947,15.189738242193284,53.92262816825074,922.8246340617959,1412.64,258.7313659382042,370.81849317109624,28.477972968099472,21.76,0.5970944,0.03335,0.07592680650899897,7.82816,18.720652211844488,1500.0,40.047853392169976,1500.0,211.63842062510176,285.9515769344521,True,16.605326343411708
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.591555080929162,0.358494,10.793342762278412,,3.40154,,,0.05659490275068206,0.003176905347770577,0.06292549592573843,15.189738242193284,53.92262816825074,888.2854978774195,1412.64,293.2705021225806,368.63122716006814,28.472412912212818,21.67,0.5946248000000001,0.03335,0.07477247340524873,7.82816,17.562389519926448,1500.0,39.82894013756137,1500.0,269.2059200533516,342.5733405969041,True,32.59335832760463
7.0,0.5,2.0,0.6,0.6,4.0,0.6,0.7,1.5,1.821645358943281,0.358494,10.793342762278412,,3.40154,,,0.0568785299658168,0.0031769082539679317,0.06292549273980336,15.189738242193284,53.92262816825074,897.2050921445381,1412.64,284.350907855462,369.1087666243636,28.47244755790765,21.69,0.5951736000000001,0.03335,0.07505610055821751,7.82816,17.8565077311313,1500.0,39.8829459558386,1500.0,254.09494709059103,327.710611358152,True,27.22619448307519
