Wing;19.23404255;8.72440783;;;;
Tail;3.971631206;1.801500142;;;;
Fuselage;6.127659574;2.779457362;;;;
Gear;19.0070922;8.621464965;;;;
Installation;37.27659574;16.90836562;;;;
;;;;;;
;;;;;;
