No_flap,,Plain_flap,,Slotted_flap,,Flower_flap,,Double_flap,
X,Y,X,Y,X,Y,X,Y,X,Y
42.35416954641496,1.1425033184282145,,,,,42.35416954641496,1.8928907773649835,42.862453348077636,2.056001720391835
43.28602318279654,1.1239942752478629,,,,,43.28602318279654,1.867055237925742,43.794306984459226,2.028623760687564
44.21787681917813,1.1043284168687388,,,,,44.21787681917813,1.8412196984865004,44.726160620840815,2.0012458009832934
45.14973045555972,1.0846625584896148,,,,,45.14973045555972,1.8142273438484873,45.658014257222405,1.9730966311465084
46.08158409194131,1.0646110950442336,,,,,46.08158409194131,1.788006199342989,46.589867893603994,1.944176251177208
47.01343772832289,1.0430172113338232,,,,,47.01343772832289,1.7602426345724607,47.52172152998558,1.9144846610753934
47.94529136470448,1.0214233276234124,,,,,47.94529136470448,1.7320934647356756,48.453575166367166,1.8847930709735792
48.87714500108607,0.9990582337804872,,,,,48.87714500108607,1.7043298999651477,49.385428802748756,1.8554870859380217
49.80899863746766,0.9763075348713048,,,,,49.80899863746766,1.6750239149295907,50.317282439130345,1.8242530755711779
50.74085227384925,0.9524000207633501,,,,,50.74085227384925,1.6449467197615184,51.24913607551193,1.791862250005562
51.67270591023083,0.9281069015891381,,,,,51.67270591023083,1.6148695245934466,52.18098971189352,1.7610138447049755
52.60455954661242,0.9034281773486685,,,,,52.60455954661242,1.5847923294253752,53.112843348275106,1.7278518090068449
53.53641318299401,0.8779782429756846,,,,,53.53641318299401,1.553558319058531,54.044696984656696,1.695460983441229
54.4682668193756,0.8513714934039291,,,,,54.4682668193756,1.5203962833604003,54.976550621038285,1.661142132544327
55.40012045575718,0.8243791387659156,,,,,55.40012045575718,1.488776667927299,55.90840425741987,1.626823281647424
56.33197409213877,0.7970011790616454,,,,,56.33197409213877,1.4556146322291688,56.840257893801464,1.5921188256842638
57.26382772852037,0.7688520092248603,,,,,57.26382772852037,1.4216813863985234,57.77211153018304,1.5562575545223325
58.195681364901944,0.7391604191230456,,,,,58.195681364901944,1.3885193507003928,58.70396516656463,1.519625073227886
59.12753500128353,0.7086976188887162,,,,,59.12753500128353,1.3522724744722034,59.63581880294622,1.4833781969996962
59.80524673683378,0.686332525045791,,,,,59.84760372030567,1.3254086548562758,,
