,0,1,2,3,4
0,0.6000000000000001,0.5,0.335,0.37000000000000005,-0.44294433030083796
1,0.6000000149011613,0.5,0.335,0.37000000000000005,-0.4429443225284474
2,0.6000000000000001,0.5000000149011612,0.335,0.37000000000000005,-0.4429443149640566
3,0.6000000000000001,0.5,0.3350000149011612,0.37000000000000005,-0.44297628024640157
4,0.6000000000000001,0.5,0.335,0.37000001490116124,-0.44294433030083796
5,0.36000000000000004,0.3,0.469,0.37000000000000005,-0.5147784688156033
6,0.36000000000000004,0.3,0.469,0.37000000000000005,-0.5147784688156033
7,0.47997002455020543,0.39997502045850447,0.402016736292802,0.37000000000000005,-0.5106110672832572
8,0.5399567695946496,0.4499639746622079,0.3685241369763207,0.37000000000000005,-0.4848960221424962
9,0.569960873066162,0.4749673942218017,0.35177184587139293,0.37000000000000005,-0.46592062139929974
10,0.5849708450994782,0.48747570424956504,0.3433912781527914,0.37000000000000005,-0.4546738297424815
11,0.5924805260163005,0.49373377168025034,0.3391983729742323,0.37000000000000005,-0.4489347438840029
12,0.5962377622486427,0.49686480187386883,0.3371005827445079,0.37000000000000005,-0.44602219482261535
13,0.5981175962152498,0.4984313301793748,0.3360510087798189,0.37000000000000005,-0.4450141750512136
14,0.5990579338111391,0.49921494484261586,0.3355259869554474,0.37000000000000005,-0.4438570016158105
15,0.5995285858468127,0.49960715487234386,0.33526320623552963,0.37000000000000005,-0.44316647916270424
16,0.5997642002102783,0.49980350017523184,0.33513165488259467,0.37000000000000005,-0.44303468172097465
