,0,1,2,3,4
0,0.7070000000000001,0.43,0.41535,0.41,-0.4765664010329672
1,0.7069652870996191,0.42993464460298103,0.7617601536093976,0.41,-0.44614918579549145
2,0.706935799869188,0.4298612535754695,0.8263202862704766,0.41,-0.4395829074286015
3,0.7067907901481278,0.42978241087338387,0.7244616830539738,0.41,-0.44991069312462034
4,0.6976356585147375,0.4345636945020147,0.6162979157257741,0.40999999999999914,-0.45735009183029823
5,0.6976159120351288,0.43441478819677026,0.5651464015472184,0.4099999999999992,-0.4620012057673947
6,0.697523030412793,0.4343571862176687,0.5651435132959938,0.40999999999990144,-0.46202954771823157
7,0.6974695050616118,0.4342909017828548,0.4543888225181393,0.4099999999999083,-0.47092324245570877
8,0.697769242315685,0.434361102742107,0.4996397399009791,0.40999999990800773,-0.467466544854312
9,0.6986147827738289,0.4341722499705337,0.4439635855176804,0.40999999995110703,-0.47198455622219865
10,0.7028502953800021,0.434059222626368,0.47994098351006936,0.41000000024294925,-0.4700370787408607
11,0.7060086989925893,0.43535787025551403,0.4398528985934952,0.4100000002316461,-0.473316991385136
12,0.712529946299812,0.43534480478764376,0.47322255119748136,0.4099999958832406,-0.47208641023379017
13,0.7074367965768598,0.43542449076192713,0.4365089081473541,0.409995795505252,-0.4738356993677639
14,0.7091408595553659,0.43536922947526685,0.41160729634550103,0.4100835712049058,-0.47555351481858027
15,0.706804265618787,0.43520876781542484,0.392341728894528,0.4101631080810911,-0.4761429813207244
16,0.7081470478037947,0.43611847132835757,0.4101088398418675,0.41015173219439116,-0.47531308877946854
17,0.7066330190238005,0.43596612419052255,0.3820116332274882,0.4102048719752082,-0.4763270143064291
18,0.7080766554559748,0.4358135786972394,0.4103411016497231,0.4101339374588093,-0.4755409406596101
19,0.7066717670884882,0.4356198456789113,0.38279989520617136,0.41018709501613454,-0.476305631230718
20,0.7080503168164418,0.43456489288756806,0.4106565129587945,0.4102665125047695,-0.4756706935971335
21,0.7066959680034046,0.4345740910875416,0.38385876520848666,0.41031710931827353,-0.4766209951974158
22,0.7080185318118707,0.4345792092580125,0.41098193773074054,0.41122989765623763,-0.47585979006810414
23,0.7067368345386537,0.43447222582427303,0.3905129315870297,0.4105311525686697,-0.47651523056605793
24,0.7079208942423769,0.43518231288935355,0.4104007779316303,0.4108129054507381,-0.4756086534513649
25,0.7067163269266379,0.4373603235444408,0.38998763848781726,0.41296927591034094,-0.4758940338902178
26,0.7078634504553963,0.4380503253477408,0.41011352853992994,0.41327444064521124,-0.4750940474290106
27,0.7067276046918123,0.4380870027206688,0.38606149492663094,0.41242662703709165,-0.47564913253336893
28,0.7078502434639441,0.4379478767977445,0.41068312074233093,0.41325588450036466,-0.4751168967173569
29,0.7067397898187683,0.437806878484455,0.3893256898408406,0.4124430203739061,-0.47563598339229285
30,0.7078199889943536,0.4362820071240754,0.41034942649426837,0.4147680297818275,-0.47578258615206026
31,0.7067487000853291,0.4378541083841954,0.3879479745458671,0.4122591916622425,-0.4757409629888393
32,0.7078040844265076,0.4358829520670674,0.4106668647530885,0.4145774405379579,-0.4758593766907279
33,0.706760074084295,0.4376421449060913,0.3882978666926588,0.4121373232794962,-0.47587462313338874
