No_flap,,Plain_flap,,Slotted_flap,,Flower_flap,,Double_flap,
X,Y,X,Y,X,Y,X,Y,X,Y
0.8443257439624023,1.4920451299174804,0.7743446408349328,1.7842451528271752,0.7743446408349328,2.1764182788776725,0.8824470290871052,2.486703299147962,1.3526095456250875,2.713843963426843
2.6233190497817986,1.4922471135236153,2.6233190497817986,1.7954245063319396,2.6233190497817986,2.192120308780673,2.6233190497817986,2.4843905868577183,3.131602851444482,2.710006274910282
4.402312355601193,1.4922471135236153,4.402312355601193,1.7915868178153782,4.402312355601193,2.1909084071438643,4.402312355601193,2.4799469475227527,4.910596157263878,2.7037447831201034
6.181305661420588,1.4922471135236153,6.181305661420588,1.7845173916006605,6.181305661420588,2.186464767808899,6.181305661420588,2.4728775213080354,6.689589463083273,2.6938475864194986
7.960298967239984,1.4922471135236153,7.960298967239984,1.7772459817798079,7.960298967239984,2.1806072432309898,7.960298967239984,2.4631823082135655,8.468582768902667,2.681728570051411
9.739292273059379,1.4892173594315934,9.739292273059379,1.7677527522914729,9.739292273059379,2.1721239317733283,9.739292273059379,2.4514672590577473,10.247576074722064,2.6673877340158407
11.518285578878773,1.4847737200966273,11.518285578878773,1.7560377031356547,11.518285578878773,2.1622267350727236,11.518285578878773,2.4373284066283114,12.026569380541458,2.6512290455250573
13.297278884698168,1.4793201627309882,13.297278884698168,1.7437167031614327,13.297278884698168,2.150107718704636,13.297278884698168,2.421371701743663,13.805562686360853,2.6326465537606563
15.076272190517566,1.4716447856978663,15.076272190517566,1.729779834338132,15.076272190517566,2.136170849881335,15.076272190517566,2.4033951607976665,15.584555992180247,2.6120442259349073
16.855265496336962,1.4623535398156657,16.855265496336962,1.7138231294534827,16.855265496336962,2.120820095815091,16.855265496336962,2.383600767396457,17.363549297999647,2.5896240456539457
18.634258802156353,1.451648408690522,18.634258802156353,1.69726047375043,18.634258802156353,2.103853472899768,18.634258802156353,2.3619885215400336,19.142542603819038,2.564982045705501
20.41325210797575,1.437509556261086,20.41325210797575,1.6782740147737596,20.41325210797575,2.084867013923098,20.41325210797575,2.3379524724099934,20.921535909638436,2.5383202096957085
22.192245413795142,1.423168720225516,22.192245413795142,1.6592875557970892,22.192245413795142,2.064062702491214,22.192245413795142,2.3127045216431443,22.700529215457827,2.5106484556552413
23.97123871961454,1.4072120153408672,23.97123871961454,1.6384034127494473,24.00589443336427,2.0345359126498597,23.97123871961454,2.2852347512088125,24.479522521277225,2.4799469475227527
25.75023202543393,1.3898414252132754,25.75023202543393,1.6148511624474344,25.75023202543393,2.0310835887428818,25.75023202543393,2.252574002096816,26.258515827096616,2.447831554147321
27.52922533125333,1.3710569498427394,27.52922533125333,1.5908151133173938,27.52922533125333,1.9919545551010929,27.52922533125333,2.2246396693683748,28.037509132916014,2.4141002919228103
29.308218637072727,1.3490407367740467,29.308218637072727,1.561235736330099,29.308218637072727,1.9638788338483577,29.308218637072727,2.192120308780673,29.816502438735405,2.3785511772430867
31.087211942892118,1.3276304745237586,31.087211942892118,1.5463950710215695,31.087211942892118,1.9225144275265533,31.087211942892118,2.1573791285254886,31.595495744554803,2.340780242895881
32.866205248711516,1.303190458181449,32.866205248711516,1.507799851195994,32.866205248711516,1.903283752007919,32.866205248711516,2.1206181122089562,33.3744890503742,2.300989472487326
34.64519855453091,1.2769325893839256,34.64519855453091,1.4764519955238735,34.64519855453091,1.869754473389543,34.64519855453091,2.081635276224941,35.15348235619359,2.2591788660174243
36.424191860350305,1.2498667861618635,36.424191860350305,1.4403373267469735,36.424191860350305,1.835013293134359,36.424191860350305,2.0412385549979826,36.93247566201299,2.2217782349481316
38.203185166169696,1.2193672616355093,38.203185166169696,1.4100397858267542,38.203185166169696,1.7982522768178262,38.203185166169696,1.9988219977096766,38.71146896783238,2.1699021121058455
39.982178471989094,1.1878578190784816,39.982178471989094,1.3740867039347608,39.982178471989094,1.7592694408338119,39.982178471989094,1.9547895715722912,40.49046227365178,2.122637948270304
41.76117177780849,1.1541265568539716,41.76117177780849,1.3363157695875545,41.76117177780849,1.7186707360007185,41.76117177780849,1.9083333421612885,42.26945557947118,2.072949981161145
43.54016508362788,1.118779425780383,43.54016508362788,1.2963230155728662,43.54016508362788,1.6758502115001424,43.54016508362788,1.8600592602950732,44.04844888529057,2.0214441615967726
45.31915838944728,1.0810084914331766,45.31915838944728,1.2549163763152333,45.31915838944728,1.630807867332083,45.31915838944728,1.809563358761375,45.82744219110997,1.9677165223649173
47.09815169526667,1.0412177210246218,47.09815169526667,1.211489900996253,47.09815169526667,1.5845536215272156,47.09815169526667,1.7576535719847328,47.60643549692936,1.9117670634655801
48.87714500108607,0.9990031473424503,48.87714500108607,1.1662455732220591,48.87714500108607,1.5352696216303259,48.87714500108607,1.7041279163590128,49.385428802748756,1.8550096701417043
50.65613830690547,0.9543647703866611,50.65613830690547,1.1189814093865178,50.65613830690547,1.4847737200966273,50.65613830690547,1.6477744902474054,51.16442210856815,1.7952225227258052
52.43513161272486,0.9081105245817938,52.43513161272486,1.0688894750650886,52.43513161272486,1.4318540152893129,52.43513161272486,1.5902091624989896,52.943415414387545,1.7342234736730973
54.21412491854426,0.8586245410787692,54.21412491854426,1.0173836555007165,54.21412491854426,1.3769144744206483,54.21412491854426,1.5296140806585519,54.72240872020694,1.6703966541345023
55.99311822436365,0.8067147543021278,55.99311822436365,0.9630500654504575,55.99311822436365,1.3195511302783673,55.99311822436365,1.4676051135751704,56.50140202602634,1.6047519821406948
57.77211153018304,0.7527851314641376,57.77211153018304,0.9068986229449849,57.77211153018304,1.2599659664686027,57.77211153018304,1.403576310430441,58.280395331845725,1.5362795396610003
59.339319918642985,0.7017085270628018,59.381676902114876,0.8535036625938224,59.381676902114876,1.2035650148026114,59.381676902114876,1.3427911263724646,59.63581880294622,1.4833781969996962
